wandb: Currently logged in as: naddeok. Use `wandb login --relogin` to force relogin
wandb: wandb version 0.15.3 is available!  To upgrade, please run:
wandb:  $ pip install wandb --upgrade
wandb: Tracking run with wandb version 0.14.2
wandb: Run data is saved locally in /home/naddeok5/exVDP-exRL/wandb/run-20230524_152226-tvj9bp5n
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run rare-totem-6
wandb: ⭐️ View project at https://wandb.ai/naddeok/VDP%20DQN%20Acrobot%20-%20New%20Weighting
wandb: 🚀 View run at https://wandb.ai/naddeok/VDP%20DQN%20Acrobot%20-%20New%20Weighting/runs/tvj9bp5n
Episode: 888/10000, Score: -300.0, Epsilon: 0.01
Episode: 889/10000, Score: -300.0, Epsilon: 0.01
Episode: 890/10000, Score: -300.0, Epsilon: 0.01
Episode: 891/10000, Score: -300.0, Epsilon: 0.01
Episode: 892/10000, Score: -300.0, Epsilon: 0.01
Episode: 893/10000, Score: -300.0, Epsilon: 0.01
Episode: 894/10000, Score: -300.0, Epsilon: 0.01
Episode: 895/10000, Score: -300.0, Epsilon: 0.01
Episode: 896/10000, Score: -300.0, Epsilon: 0.01
Episode: 897/10000, Score: -300.0, Epsilon: 0.01
Episode: 898/10000, Score: -300.0, Epsilon: 0.01
Episode: 899/10000, Score: -300.0, Epsilon: 0.01
Episode: 900/10000, Score: -300.0, Epsilon: 0.01
Episode: 901/10000, Score: -300.0, Epsilon: 0.01
Episode: 902/10000, Score: -300.0, Epsilon: 0.01
Episode: 903/10000, Score: -300.0, Epsilon: 0.01
Episode: 904/10000, Score: -300.0, Epsilon: 0.01
Episode: 905/10000, Score: -300.0, Epsilon: 0.01
Episode: 906/10000, Score: -300.0, Epsilon: 0.01
Episode: 907/10000, Score: -300.0, Epsilon: 0.01
Episode: 908/10000, Score: -300.0, Epsilon: 0.01
Episode: 909/10000, Score: -300.0, Epsilon: 0.01
Episode: 910/10000, Score: -300.0, Epsilon: 0.01
Episode: 911/10000, Score: -300.0, Epsilon: 0.01
Episode: 912/10000, Score: -300.0, Epsilon: 0.01
Episode: 913/10000, Score: -300.0, Epsilon: 0.01
Episode: 914/10000, Score: -300.0, Epsilon: 0.01
Episode: 915/10000, Score: -300.0, Epsilon: 0.01
Episode: 916/10000, Score: -300.0, Epsilon: 0.01
Episode: 917/10000, Score: -300.0, Epsilon: 0.01
Episode: 918/10000, Score: -300.0, Epsilon: 0.01
Episode: 919/10000, Score: -300.0, Epsilon: 0.01
Episode: 920/10000, Score: -300.0, Epsilon: 0.01
Episode: 921/10000, Score: -300.0, Epsilon: 0.01
Episode: 922/10000, Score: -300.0, Epsilon: 0.01
Episode: 923/10000, Score: -300.0, Epsilon: 0.01
Episode: 924/10000, Score: -300.0, Epsilon: 0.01
Episode: 925/10000, Score: -300.0, Epsilon: 0.01
Episode: 926/10000, Score: -300.0, Epsilon: 0.01
Episode: 927/10000, Score: -300.0, Epsilon: 0.01
Episode: 928/10000, Score: -300.0, Epsilon: 0.01
Episode: 929/10000, Score: -300.0, Epsilon: 0.01
Episode: 930/10000, Score: -300.0, Epsilon: 0.01
Episode: 931/10000, Score: -300.0, Epsilon: 0.01
Episode: 932/10000, Score: -300.0, Epsilon: 0.01
Episode: 933/10000, Score: -300.0, Epsilon: 0.01
Episode: 934/10000, Score: -300.0, Epsilon: 0.01
Episode: 935/10000, Score: -300.0, Epsilon: 0.01
Episode: 936/10000, Score: -300.0, Epsilon: 0.01
Episode: 937/10000, Score: -300.0, Epsilon: 0.01
Episode: 938/10000, Score: -300.0, Epsilon: 0.01
Episode: 939/10000, Score: -300.0, Epsilon: 0.01
Episode: 940/10000, Score: -300.0, Epsilon: 0.01
Episode: 941/10000, Score: -300.0, Epsilon: 0.01
Episode: 942/10000, Score: -300.0, Epsilon: 0.01
Episode: 943/10000, Score: -300.0, Epsilon: 0.01
Episode: 944/10000, Score: -300.0, Epsilon: 0.01
Episode: 945/10000, Score: -300.0, Epsilon: 0.01
Episode: 946/10000, Score: -300.0, Epsilon: 0.01
Episode: 947/10000, Score: -300.0, Epsilon: 0.01
Episode: 948/10000, Score: -300.0, Epsilon: 0.01
Episode: 949/10000, Score: -300.0, Epsilon: 0.01
Episode: 950/10000, Score: -300.0, Epsilon: 0.01
Episode: 951/10000, Score: -300.0, Epsilon: 0.01
Episode: 952/10000, Score: -300.0, Epsilon: 0.01
Episode: 953/10000, Score: -300.0, Epsilon: 0.01
Episode: 954/10000, Score: -300.0, Epsilon: 0.01
Episode: 955/10000, Score: -300.0, Epsilon: 0.01
Episode: 956/10000, Score: -300.0, Epsilon: 0.01
Episode: 957/10000, Score: -300.0, Epsilon: 0.01
Episode: 958/10000, Score: -300.0, Epsilon: 0.01
Episode: 959/10000, Score: -300.0, Epsilon: 0.01
Episode: 960/10000, Score: -300.0, Epsilon: 0.01
Episode: 961/10000, Score: -300.0, Epsilon: 0.01
Episode: 962/10000, Score: -300.0, Epsilon: 0.01
Episode: 963/10000, Score: -300.0, Epsilon: 0.01
Episode: 964/10000, Score: -300.0, Epsilon: 0.01
Episode: 965/10000, Score: -300.0, Epsilon: 0.01
Episode: 966/10000, Score: -300.0, Epsilon: 0.01
Episode: 967/10000, Score: -300.0, Epsilon: 0.01
Episode: 968/10000, Score: -300.0, Epsilon: 0.01
Episode: 969/10000, Score: -300.0, Epsilon: 0.01
Episode: 970/10000, Score: -300.0, Epsilon: 0.01
Episode: 971/10000, Score: -300.0, Epsilon: 0.01
Episode: 972/10000, Score: -300.0, Epsilon: 0.01
Episode: 973/10000, Score: -300.0, Epsilon: 0.01
Episode: 974/10000, Score: -300.0, Epsilon: 0.01
Episode: 975/10000, Score: -300.0, Epsilon: 0.01
Episode: 976/10000, Score: -300.0, Epsilon: 0.01
Episode: 977/10000, Score: -300.0, Epsilon: 0.01
Episode: 978/10000, Score: -300.0, Epsilon: 0.01
Episode: 979/10000, Score: -300.0, Epsilon: 0.01
Episode: 980/10000, Score: -300.0, Epsilon: 0.01
Episode: 981/10000, Score: -300.0, Epsilon: 0.01
Episode: 982/10000, Score: -300.0, Epsilon: 0.01
Episode: 983/10000, Score: -300.0, Epsilon: 0.01
Episode: 984/10000, Score: -300.0, Epsilon: 0.01
Episode: 985/10000, Score: -300.0, Epsilon: 0.01
Episode: 986/10000, Score: -300.0, Epsilon: 0.01
Episode: 987/10000, Score: -300.0, Epsilon: 0.01
Episode: 988/10000, Score: -300.0, Epsilon: 0.01
Episode: 989/10000, Score: -300.0, Epsilon: 0.01
Episode: 990/10000, Score: -300.0, Epsilon: 0.01
Episode: 991/10000, Score: -300.0, Epsilon: 0.01
Episode: 992/10000, Score: -300.0, Epsilon: 0.01
Episode: 993/10000, Score: -300.0, Epsilon: 0.01
Episode: 994/10000, Score: -269.0, Epsilon: 0.01
Episode: 995/10000, Score: -300.0, Epsilon: 0.01
Episode: 996/10000, Score: -300.0, Epsilon: 0.01
Episode: 997/10000, Score: -300.0, Epsilon: 0.01
Episode: 998/10000, Score: -300.0, Epsilon: 0.01
Episode: 999/10000, Score: -300.0, Epsilon: 0.01
Episode: 1000/10000, Score: -300.0, Epsilon: 0.01
Episode: 1001/10000, Score: -300.0, Epsilon: 0.01
Episode: 1002/10000, Score: -300.0, Epsilon: 0.01
Episode: 1003/10000, Score: -300.0, Epsilon: 0.01
